,trustfam,nofriend,placesize,socprof,trustneigh,workab,id_hash,ls,region,wkabint,ymarr,smoke,age,emcc,ysepdiv,agegr,trust,mmarr,marital,unempdur,alcsol,sport,msepdiv,sex,wkabintdur,nociga,englang,eduspec,edu
2067,YES,5,"URBAN 200,000-500,000",OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bebad0>,MOSTLY SATISFIED,Slaskie,NO,1971.0,YES,59,,,45-59,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,24,NO,YES,,1,,5,NONE,technical science,VOCATIONAL/GRAMMAR
2068,YES,5,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebaf8>,PLEASED,Lubelskie,NO,1957.0,NO,78,,,65+,ONE CAN`T BE TOO CAREFUL,5.0,MARRIED,24,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
2069,YES,5,"URBAN 100,000-200,000",UNEMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebb20>,MIXED,Mazowieckie,NO,1993.0,YES,39,,2006.0,35-44,ONE CAN`T BE TOO CAREFUL,6.0,DIVORCED,18,NO,YES,6.0,2,,15,NONE,no specialisation,SECONDARY
2070,YES,-8,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebb48>,MOSTLY SATISFIED,Kujawsko-pomorskie,NO,1954.0,NO,79,,2004.0,65+,ONE CAN`T BE TOO CAREFUL,1.0,WIDOWED,-8,NO,YES,12.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
2071,YES,4,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bebb70>,PLEASED,Warminsko-mazurskie,NO,2004.0,YES,35,,,35-44,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,0,NO,YES,,2,,20,NONE,production and processing,SECONDARY
2072,YES,4,"URBAN BELOW 20,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebb98>,TERRIBLE,Podlaskie,NO,1972.0,NO,62,,,60-64,MOST PEOPLE CAN BE TRUSTED,7.0,MARRIED,-8,NO,NO,,1,,-8,NONE,no specialisation,SECONDARY
2073,YES,5,RURAL AREAS,PUPIL OR STUDENT,YES,NO,<sha256 HASH object @ 0x7f6ca8bebbc0>,PLEASED,Mazowieckie,NO,2010.0,YES,24,,,16-24,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,NO,,2,,3,ACTIVE,pedagogics,POST-SECONDARY OR HIGHER
2074,NO OPINION,20,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bebbe8>,MIXED,Swietokrzyskie,NO,1994.0,YES,41,,,35-44,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,-8,NO,YES,,2,,20,NONE,technical science,VOCATIONAL/GRAMMAR
2075,YES,2,RURAL AREAS,RETIRED,NO,NO,<sha256 HASH object @ 0x7f6ca8bebc10>,PLEASED,Slaskie,NO,1960.0,NO,69,,,65+,IT`S DIFFICULT TO TELL,10.0,MARRIED,24,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
2076,YES,4,"URBAN BELOW 20,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bebc38>,MOSTLY SATISFIED,Podkarpackie,NO,1979.0,NO,58,,,45-59,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,-8,NO,NO,,2,,-8,NONE,technical science,SECONDARY
2077,YES,6,"URBAN 20,000-100,000",EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bebc60>,MOSTLY SATISFIED,Pomorskie,NO,2002.0,NO,36,,,35-44,MOST PEOPLE CAN BE TRUSTED,4.0,MARRIED,0,NO,YES,,1,,-8,ACTIVE,economy and administration,POST-SECONDARY OR HIGHER
2078,YES,5,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebc88>,MOSTLY SATISFIED,Dolnoslaskie,NO,1966.0,NO,67,,,65+,ONE CAN`T BE TOO CAREFUL,2.0,MARRIED,0,NO,YES,,2,,-8,NONE,production and processing,VOCATIONAL/GRAMMAR
2079,YES,3,"URBAN 500,000 AND OVER",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebcb0>,MOSTLY SATISFIED,Dolnoslaskie,NO,1987.0,YES,58,,,45-59,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,-8,NO,YES,,1,,10,NONE,production and processing,VOCATIONAL/GRAMMAR
2080,YES,3,"URBAN 100,000-200,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebcd8>,PLEASED,Zachodnio-pomorskie,NO,1969.0,NO,62,,,60-64,IT`S DIFFICULT TO TELL,4.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,SECONDARY
2081,YES,2,"URBAN 100,000-200,000",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bebd00>,MOSTLY SATISFIED,Wielkopolskie,NO,2000.0,NO,37,,,35-44,IT`S DIFFICULT TO TELL,10.0,MARRIED,-8,NO,NO,,1,,-8,PASSIVE,healthcare,POST-SECONDARY OR HIGHER
2082,YES,6,RURAL AREAS,LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebd28>,MIXED,Wielkopolskie,NO,1953.0,NO,76,,1999.0,65+,ONE CAN`T BE TOO CAREFUL,4.0,WIDOWED,-8,NO,YES,9.0,1,,-8,NONE,economy and administration,VOCATIONAL/GRAMMAR
2083,YES,4,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bebd50>,MOSTLY SATISFIED,Podlaskie,NO,1994.0,NO,44,,,35-44,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,-8,NO,YES,,1,,-8,NONE,healthcare,POST-SECONDARY OR HIGHER
2084,YES,12,RURAL AREAS,LONG-TERM SICK/DISABLED,NO,NO,<sha256 HASH object @ 0x7f6ca8bebd78>,MIXED,Lubelskie,NO,1978.0,YES,53,,2010.0,45-59,IT`S DIFFICULT TO TELL,10.0,WIDOWED,0,NO,NO,5.0,1,,10,NONE,no specialisation,PRIMARY/NO EDUCATION
2085,YES,4,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bebda0>,MOSTLY SATISFIED,Malopolskie,NO,1985.0,NO,53,,,45-59,ONE CAN`T BE TOO CAREFUL,1.0,MARRIED,0,NO,NO,,2,,-8,NONE,technical science,SECONDARY
2086,YES,20,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebdc8>,MIXED,Opolskie,NO,1973.0,NO,61,,1977.0,60-64,ONE CAN`T BE TOO CAREFUL,4.0,WIDOWED,24,NO,YES,2.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
2087,YES,3,"URBAN 20,000-100,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bebdf0>,PLEASED,Pomorskie,NO,2009.0,YES,34,,,25-34,MOST PEOPLE CAN BE TRUSTED,9.0,MARRIED,0,NO,NO,,2,,1,ACTIVE,computer science,POST-SECONDARY OR HIGHER
2088,YES,6,"URBAN 200,000-500,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebe18>,PLEASED,Slaskie,NO,1971.0,NO,72,,,65+,MOST PEOPLE CAN BE TRUSTED,9.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,SECONDARY
2089,YES,2,"URBAN 500,000 AND OVER",LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebe40>,MOSTLY SATISFIED,Malopolskie,NO,1955.0,YES,72,,2004.0,65+,ONE CAN`T BE TOO CAREFUL,6.0,WIDOWED,-8,NO,YES,5.0,1,,10,NONE,no specialisation,PRIMARY/NO EDUCATION
2090,YES,10,"URBAN 100,000-200,000",RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bebe68>,MOSTLY SATISFIED,Opolskie,NO,1964.0,NO,65,,,65+,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,24,NO,YES,,1,,-8,NONE,social sciences,SECONDARY
2091,YES,3,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebe90>,PLEASED,Podkarpackie,NO,1984.0,YES,61,,,60-64,ONE CAN`T BE TOO CAREFUL,2.0,MARRIED,-8,NO,NO,,2,,15,NONE,services for the population and transport services,VOCATIONAL/GRAMMAR
2092,YES,20,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bebeb8>,MOSTLY SATISFIED,Kujawsko-pomorskie,NO,1978.0,YES,57,,,45-59,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,8,NO,NO,,2,,20,NONE,production and processing,VOCATIONAL/GRAMMAR
2093,YES,5,"URBAN BELOW 20,000",,YES,NO,<sha256 HASH object @ 0x7f6ca8bebee0>,PLEASED,Swietokrzyskie,NO,1978.0,NO,57,,,45-59,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,15,NO,YES,,2,,-8,NONE,technical science,SECONDARY
2094,YES,3,"URBAN 500,000 AND OVER",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebf08>,MOSTLY DISSATISFIED,Wielkopolskie,NO,1973.0,NO,61,,,60-64,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,-8,NO,YES,,1,,-8,NONE,technical science,SECONDARY
2095,YES,4,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebf30>,MOSTLY SATISFIED,Wielkopolskie,NO,1974.0,NO,63,,,60-64,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,-8,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
2096,YES,7,"URBAN BELOW 20,000",EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bebf58>,PLEASED,Warminsko-mazurskie,NO,2005.0,NO,30,,,25-34,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,YES,,1,,-8,ACTIVE,social sciences,SECONDARY
2097,YES,4,"URBAN BELOW 20,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bebf80>,MOSTLY SATISFIED,Podlaskie,NO,2002.0,NO,38,,,35-44,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,,,2,,-8,NONE,"agriculture, forestry, fishing",SECONDARY
2098,YES,16,"URBAN 100,000-200,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebfa8>,MOSTLY SATISFIED,Slaskie,NO,1973.0,NO,58,,,45-59,MOST PEOPLE CAN BE TRUSTED,7.0,MARRIED,24,NO,YES,,1,,-8,NONE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
2099,YES,0,RURAL AREAS,UNEMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bebfd0>,MOSTLY SATISFIED,Lodzkie,NO,1979.0,NO,56,,,45-59,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,5,NO,YES,,1,,-8,NONE,economy and administration,SECONDARY
2100,YES,10,"URBAN 200,000-500,000",OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bec030>,PLEASED,Opolskie,NO,2006.0,NO,28,,,25-34,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,24,NO,YES,,1,,-8,NONE,economy and administration,SECONDARY
2101,YES,2,"URBAN 20,000-100,000",RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec058>,MIXED,Pomorskie,NO,1972.0,NO,63,,1985.0,60-64,ONE CAN`T BE TOO CAREFUL,7.0,WIDOWED,0,NO,YES,3.0,1,,-8,PASSIVE,services for the population and transport services,VOCATIONAL/GRAMMAR
2102,YES,2,RURAL AREAS,SELF-EMPLOYED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec080>,PLEASED,Pomorskie,NO,2001.0,NO,36,,,35-44,,9.0,MARRIED,0,NO,NO,,2,,-8,NONE,services for the population and transport services,VOCATIONAL/GRAMMAR
2103,YES,0,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec0a8>,MIXED,Lubuskie,NO,1988.0,NO,46,,,45-59,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,0,NO,YES,,1,,-8,NONE,production and processing,VOCATIONAL/GRAMMAR
2104,YES,14,"URBAN 100,000-200,000",EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bec0d0>,MOSTLY DISSATISFIED,Podlaskie,NO,2003.0,YES,38,,,35-44,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,15,NO,YES,,1,,15,NONE,social sciences,POST-SECONDARY OR HIGHER
2105,YES,4,"URBAN 500,000 AND OVER",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec0f8>,MOSTLY SATISFIED,Wielkopolskie,NO,1984.0,YES,56,,2002.0,45-59,MOST PEOPLE CAN BE TRUSTED,6.0,DIVORCED,-8,,,2.0,1,,10,PASSIVE,technical science,POST-SECONDARY OR HIGHER
2106,YES,12,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bec120>,PLEASED,Slaskie,NO,2009.0,NO,29,,,25-34,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,NO,,1,,-8,ACTIVE,economy and administration,POST-SECONDARY OR HIGHER
2107,YES,0,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bec148>,PLEASED,Dolnoslaskie,NO,1958.0,NO,74,,,65+,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,0,NO,YES,,1,,-8,NONE,production and processing,VOCATIONAL/GRAMMAR
2108,YES,8,RURAL AREAS,SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bec170>,DELIGHTED,Podkarpackie,NO,2010.0,NO,25,,,25-34,IT`S DIFFICULT TO TELL,5.0,MARRIED,-8,NO,NO,,2,,-8,ACTIVE,technical science,SECONDARY
2109,YES,4,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bec198>,PLEASED,Warminsko-mazurskie,NO,1980.0,NO,53,,,45-59,ONE CAN`T BE TOO CAREFUL,3.0,MARRIED,-8,NO,YES,,2,,-8,NONE,architecture and construction,VOCATIONAL/GRAMMAR
2110,YES,20,"URBAN 100,000-200,000",LONG-TERM SICK/DISABLED,NO,NO,<sha256 HASH object @ 0x7f6ca8bec1c0>,PLEASED,Wielkopolskie,NO,1973.0,YES,57,,,45-59,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,NO,,1,,20,NONE,no specialisation,PRIMARY/NO EDUCATION
2111,NO,5,"URBAN 200,000-500,000",OTHER ECONOMICALLY INACTIVE,NO,NO,<sha256 HASH object @ 0x7f6ca8bec1e8>,MIXED,Opolskie,NO,1988.0,YES,46,,,45-59,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,24,YES,YES,,2,,25,NONE,technical science,SECONDARY
2112,YES,7,"URBAN 500,000 AND OVER",LONG-TERM SICK/DISABLED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec210>,MOSTLY SATISFIED,Mazowieckie,NO,1973.0,YES,64,,,60-64,IT`S DIFFICULT TO TELL,4.0,MARRIED,0,,YES,,2,,15,NONE,technical science,POST-SECONDARY OR HIGHER
2113,YES,6,"URBAN 200,000-500,000",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec238>,PLEASED,Slaskie,NO,1975.0,NO,56,,,45-59,IT`S DIFFICULT TO TELL,9.0,MARRIED,-8,NO,NO,,1,,-8,NONE,no specialisation,SECONDARY
2114,YES,5,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bec260>,MOSTLY SATISFIED,Malopolskie,NO,1977.0,NO,62,,1991.0,60-64,ONE CAN`T BE TOO CAREFUL,1.0,WIDOWED,0,NO,YES,4.0,1,,-8,NONE,"agriculture, forestry, fishing",SECONDARY
2115,YES,2,"URBAN 500,000 AND OVER",RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec288>,PLEASED,Mazowieckie,NO,1966.0,NO,72,,,65+,IT`S DIFFICULT TO TELL,12.0,MARRIED,0,NO,NO,,2,,-8,NONE,liberal arts,POST-SECONDARY OR HIGHER
2116,YES,3,"URBAN BELOW 20,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bec2b0>,PLEASED,Dolnoslaskie,NO,2009.0,YES,25,,,25-34,ONE CAN`T BE TOO CAREFUL,1.0,MARRIED,14,NO,YES,,1,,10,NONE,economy and administration,VOCATIONAL/GRAMMAR
2117,YES,2,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec2d8>,DELIGHTED,Slaskie,NO,1991.0,NO,41,,,35-44,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,1,,-8,PASSIVE,no specialisation,SECONDARY
2118,YES,3,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bec300>,MOSTLY SATISFIED,Malopolskie,NO,1971.0,NO,60,,,60-64,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
2119,YES,0,"URBAN 500,000 AND OVER",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec328>,PLEASED,Wielkopolskie,NO,2001.0,YES,35,,,35-44,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,0,NO,NO,,2,,15,ACTIVE,services for the population and transport services,SECONDARY
2120,YES,5,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bec350>,MOSTLY SATISFIED,Pomorskie,NO,1998.0,NO,40,,,35-44,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,0,NO,YES,,1,,-8,ACTIVE,art,POST-SECONDARY OR HIGHER
2121,YES,6,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bec378>,MOSTLY SATISFIED,Pomorskie,NO,1972.0,NO,60,,,60-64,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,0,NO,YES,,1,,-8,PASSIVE,social sciences,SECONDARY
2122,YES,3,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec3a0>,MIXED,Malopolskie,NO,1986.0,NO,47,,,45-59,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,1,,-8,NONE,pedagogics,POST-SECONDARY OR HIGHER
2123,YES,6,"URBAN BELOW 20,000",LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bec3c8>,PLEASED,Mazowieckie,NO,1976.0,YES,58,,,45-59,MOST PEOPLE CAN BE TRUSTED,10.0,MARRIED,0,NO,YES,,2,,20,NONE,no specialisation,PRIMARY/NO EDUCATION
2124,YES,1,RURAL AREAS,RETIRED,NO,NO,<sha256 HASH object @ 0x7f6ca8bec3f0>,MIXED,Malopolskie,NO,1962.0,NO,73,,,65+,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,-8,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
2125,YES,6,RURAL AREAS,RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec418>,MOSTLY DISSATISFIED,Wielkopolskie,NO,1969.0,NO,62,,1976.0,60-64,ONE CAN`T BE TOO CAREFUL,9.0,DIVORCED,0,NO,YES,5.0,1,,-8,NONE,no specialisation,SECONDARY
2126,YES,1,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bec440>,MIXED,Mazowieckie,NO,1957.0,NO,71,,1992.0,65+,ONE CAN`T BE TOO CAREFUL,1.0,WIDOWED,0,NO,YES,9.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
2127,YES,5,"URBAN 100,000-200,000",EMPLOYED IN PUBLIC SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bec468>,MOSTLY DISSATISFIED,Kujawsko-pomorskie,NO,1984.0,YES,48,,,45-59,ONE CAN`T BE TOO CAREFUL,9.0,DE FACTO SEPARATED,-8,NO,YES,,1,,15,NONE,no specialisation,PRIMARY/NO EDUCATION
2128,YES,2,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bec490>,MOSTLY SATISFIED,Lubelskie,NO,1944.0,NO,85,,1996.0,65+,IT`S DIFFICULT TO TELL,10.0,WIDOWED,-8,NO,YES,5.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
2129,YES,20,"URBAN 100,000-200,000",EMPLOYED IN PUBLIC SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bec4b8>,DELIGHTED,Wielkopolskie,NO,2000.0,NO,32,,,25-34,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,0,NO,NO,,2,,-8,PASSIVE,technical science,SECONDARY
2130,YES,23,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bec4e0>,MOSTLY SATISFIED,Lubelskie,NO,1952.0,NO,79,,1985.0,65+,ONE CAN`T BE TOO CAREFUL,1.0,WIDOWED,-8,NO,YES,10.0,1,,-8,NONE,not applicable,PRIMARY/NO EDUCATION
2131,YES,12,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bec508>,PLEASED,Warminsko-mazurskie,NO,1978.0,NO,54,,,45-59,MOST PEOPLE CAN BE TRUSTED,5.0,MARRIED,-8,NO,YES,,1,,-8,PASSIVE,no specialisation,SECONDARY
2132,YES,-8,"URBAN 500,000 AND OVER",RETIRED,NO,NO,<sha256 HASH object @ 0x7f6ca8bec530>,PLEASED,Dolnoslaskie,NO,1965.0,NO,67,,,65+,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,-8,NO,NO,,1,,-8,NONE,liberal arts,POST-SECONDARY OR HIGHER
2133,YES,10,"URBAN 100,000-200,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bec558>,MIXED,Swietokrzyskie,NO,1980.0,NO,71,,,65+,ONE CAN`T BE TOO CAREFUL,2.0,MARRIED,24,NO,NO,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
2134,NO OPINION,20,"URBAN 20,000-100,000",OTHER ECONOMICALLY INACTIVE,NO,NO,<sha256 HASH object @ 0x7f6ca8bec580>,MOSTLY DISSATISFIED,Swietokrzyskie,NO,1974.0,YES,59,,1985.0,45-59,ONE CAN`T BE TOO CAREFUL,8.0,DIVORCED,24,NO,YES,7.0,2,,20,NONE,architecture and construction,VOCATIONAL/GRAMMAR
2135,YES,3,"URBAN BELOW 20,000",LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bec5a8>,MIXED,Lodzkie,NO,1963.0,NO,68,,1997.0,65+,ONE CAN`T BE TOO CAREFUL,2.0,WIDOWED,-8,NO,YES,4.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
2136,YES,2,"URBAN 200,000-500,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bec5d0>,MOSTLY SATISFIED,Lubuskie,NO,1996.0,NO,37,,,35-44,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,YES,,2,,-8,PASSIVE,technical science,VOCATIONAL/GRAMMAR
2137,YES,8,"URBAN BELOW 20,000",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec5f8>,PLEASED,Pomorskie,NO,2011.0,NO,31,,,25-34,ONE CAN`T BE TOO CAREFUL,1.0,MARRIED,0,NO,NO,,1,,-8,ACTIVE,economy and administration,POST-SECONDARY OR HIGHER
2138,YES,10,"URBAN 100,000-200,000",UNEMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bec620>,PLEASED,Lodzkie,NO,1985.0,YES,45,,,45-59,IT`S DIFFICULT TO TELL,12.0,MARRIED,24,NO,NO,,1,,10,NONE,technical science,VOCATIONAL/GRAMMAR
2139,YES,2,"URBAN 500,000 AND OVER",RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec648>,PLEASED,Lodzkie,NO,1973.0,YES,70,,,65+,IT`S DIFFICULT TO TELL,8.0,MARRIED,0,NO,YES,,1,,30,PASSIVE,liberal arts,POST-SECONDARY OR HIGHER
2140,YES,6,"URBAN 500,000 AND OVER",EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bec670>,MOSTLY SATISFIED,Mazowieckie,NO,1979.0,NO,54,,2010.0,45-59,ONE CAN`T BE TOO CAREFUL,9.0,DIVORCED,0,NO,YES,3.0,1,,-8,NONE,economy and administration,POST-SECONDARY OR HIGHER
2141,YES,8,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bec698>,MIXED,Mazowieckie,NO,1968.0,NO,61,,2009.0,60-64,ONE CAN`T BE TOO CAREFUL,11.0,WIDOWED,24,NO,YES,3.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
2142,YES,2,"URBAN 200,000-500,000",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec6c0>,MOSTLY SATISFIED,Warminsko-mazurskie,NO,1981.0,NO,55,,,45-59,MOST PEOPLE CAN BE TRUSTED,7.0,MARRIED,0,NO,YES,,1,,-8,NONE,liberal arts,POST-SECONDARY OR HIGHER
2143,YES,12,"URBAN 200,000-500,000",RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bec6e8>,MOSTLY DISSATISFIED,Slaskie,NO,1959.0,NO,77,,,65+,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,24,NO,YES,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
2144,YES,2,"URBAN 500,000 AND OVER",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bec710>,MOSTLY SATISFIED,Lodzkie,NO,1948.0,NO,82,,1997.0,65+,ONE CAN`T BE TOO CAREFUL,11.0,WIDOWED,24,NO,YES,1.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
2145,YES,4,"URBAN 100,000-200,000",OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bec738>,MOSTLY SATISFIED,Podlaskie,NO,1960.0,NO,72,,,65+,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,-8,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
